Price,Floors,Area,Road_Width,City_Bhaktapur,City_Kathmandu,City_Lalitpur,Road_Type_Blacktopped,Road_Type_Gravelled,Road_Type_Soil Stabilized
0.047372362345691685,2.0,4.0,0.0,0,1,0,0,0,1
2.0210033498134115,2.0,16.0,14.0,0,1,0,1,0,0
1.1870747635594454,2.75,6.2,32.8084,0,1,0,0,1,0
1.7430271543954228,3.0,15.0,14.0,0,1,0,1,0,0
1.5762414371446296,3.0,8.0,13.0,0,1,0,1,0,0
-0.45298478940668796,3.5,4.5,13.0,0,1,0,1,0,0
-0.3139966916976936,2.75,5.75,20.0,0,0,1,0,0,1
-0.7587586043664756,0.0,3.0,14.0,0,1,0,0,1,0
1.8820152521044171,2.0,14.0,15.0,0,1,0,1,0,0
0.07516998188749055,2.0,7.0,15.0,0,1,0,0,1,0
-0.0638181158215038,3.0,4.0,30.0,0,1,0,1,0,0
-0.6475681261992801,3.0,5.0,15.0,0,1,0,1,0,0
0.07516998188749055,3.0,6.0,33.0,0,1,0,1,0,0
-0.42518716986488914,3.0,4.0,12.0,0,1,0,0,1,0
-0.39738955032309026,3.0,4.0,14.0,0,1,0,1,0,0
1.465050958977434,4.0,5.1,0.0,0,1,0,0,0,1
0.18636046005468604,4.0,5.0,16.0,0,1,0,1,0,0
-0.3695919307812914,3.0,6.0,13.0,1,0,0,1,0,0
-0.3417943112394925,3.0,4.5,13.0,0,1,0,1,0,0
-0.8699490825336711,3.0,3.0,13.0,0,1,0,0,1,0
-0.09161573536330267,2.75,3.25,0.0,0,1,0,0,0,1
0.2697533186800826,3.0,5.625,13.0,0,0,1,1,0,0
0.07516998188749055,4.0,4.0,22.0,0,1,0,1,0,0
-0.8588300347169515,2.75,3.0,13.0,0,1,0,1,0,0
-0.8699490825336711,3.0,3.3125,9.0,0,1,0,1,0,0
0.6311223727234679,2.75,8.0,15.0,0,1,0,0,0,1
0.8813009485996578,2.75,9.0,15.0,0,1,0,1,0,0
2.0210033498134115,2.0,10.0,20.0,0,0,1,1,0,0
2.0210033498134115,3.0,9.5,20.0,0,1,0,1,0,0
-0.48078240894848684,2.75,4.0,20.0,0,0,1,1,0,0
-0.9811395607008665,4.0,4.0,10.0,0,0,1,1,0,0
-1.2035205170352574,1.0,3.0625,12.0,0,0,1,0,0,1
-0.3251157395144132,3.0,5.0,13.0,0,1,0,0,1,0
0.13076522097108828,2.75,6.5,20.0,0,0,1,1,0,0
3.6888605223213435,4.0,13.5,13.0,0,1,0,1,0,0
1.465050958977434,2.75,9.25,20.0,0,1,0,1,0,0
1.7430271543954228,3.0,15.0,13.0,0,1,0,0,0,1
1.242670002643043,3.0,10.0,20.0,0,1,0,0,0,1
0.6033247531816691,3.0,8.1,15.0,0,1,0,1,0,0
2.8549319360673775,2.75,17.0,13.0,0,1,0,0,0,1
0.24195569913828377,2.75,8.0,13.0,0,1,0,1,0,0
-0.8143538434500733,3.0,3.125,10.0,0,1,0,1,0,0
0.7701104704324623,2.75,8.0,20.0,0,1,0,1,0,0
-0.48078240894848684,2.75,4.0,20.0,0,1,0,1,0,0
-0.6197705066574812,3.0,3.875,13.0,0,0,1,0,1,0
0.07516998188749055,2.75,6.0,20.0,0,0,1,1,0,0
0.9090985681414566,2.0,7.0,10.0,0,1,0,1,0,0
